Camborne Brass, 7.5, 12
Cinderford, 11, 14
Denmead Brass, 3, 10
Hatherleigh Silver, 7.5, 8
Mount Charles, 7, 7
Nailsworth, 7.5, 8
New Forest Brass, 6, 13
Ocean Brass, 4, 6
Poole Borough, 12, 8
Porthleven Town, 7.5, 5
Shrewton Silver, 8, 4
St. Keverne, 5, 2
St. Pinnock, 15, 9
Verwood Town, 7.5, 8
Wotton-Under-Edge & District, 7.5, 8
Wroughton Silver, 7.5, 11
