Bratton Silver, 8, 8
Camborne Brass, 12, 11
Cinderford, 14, 4
Denmead Brass, 10, 10
Hatherleigh Silver, 8, 7
Lanner & District Silver, 8, 8
Lydney Town, 8, 8
Mount Charles, 7, 16
Ocean Brass, 6, 8
Otterbourne Brass, 8, 8
Poole Borough, 8, 5
Shrewton Silver, 4, 14
St. Keverne, 2, 12
Verwood Town, 8, 3
Weston Brass, 8, 8
Wotton-Under-Edge & District, 8, 9
Wroughton Silver, 11, 6
