Bream Silver, 5, 13
Cinderford, 13, 8
Denmead Brass, 14, 5
Downton, 11, 12
Gosport Solent Brass, 8.5, 7.5
Helston Town, 8.5, 7.5
Midsomer Norton & Radstock, 8, 15
Mount Charles, 8.5, 9
New Forest Brass, 8.5, 10
Otterbourne Brass, 8.5, 7.5
Phoenix Brass (Crewkerne), 9, 6
Poole Borough, 8.5, 7.5
Shrewton Silver, 10, 4
South Molton Town, 8.5, 14
St. Keverne, 8.5, 2
Weston Brass, 2, 7
