Bideford Town, 6, 2
Bream Silver, 9.5, 9
Brunel Brass Academy, 10, 15
Cheltenham Silver, 11, 14
City of Bath Brass, 13, 7
Crewkerne Silver, 9.5, 9
Downton, 7, 8
Exeter Railway, 9, 4
Illogan Sparnon Silver, 9.5, 9
Midsomer Norton & Radstock Silver, 9.5, 9
New Forest Brass, 9.5, 9
Phoenix Brass (Crewkerne), 15, 12
Redruth Town, 9.5, 16
Saltash Town, 4, 10
Shanklin Town (IOW), 9.5, 6
St. Pinnock, 9.5, 9
St. Stythians, 8, 13
Swindon Brass, 12, 3
