Bream Silver, 10, 9
Camborne Brass, 6, 7.5
Cinderford, 7, 1
Denmead Brass, 12, 3
Gosport Solent Brass, 2, 10
Mount Charles, 8, 7
New Forest Brass, 11, 6
Ocean Brass, 6, 4
Poole Borough, 5, 12
Porthleven Town, 6, 7.5
Redruth Town, 6, 14
Shrewton Silver, 4, 8
St. Austell Town, 6, 7.5
St. Keverne, 12, 5
St. Pinnock, 6, 15
Wroughton Silver, 6, 7.5
