Bideford Town, 9, 6
Bratton Silver, 7, 5
Bream Silver, 8.5, 9.5
Brunel Brass Academy, 8.5, 10
Bugle Silver, 8.5, 9.5
Cheltenham Silver, 5, 11
City of Bath Brass, 12, 13
Downton, 8.5, 7
Exeter Railway, 13, 9
Lydney Town, 8, 3
Phoenix Brass (Crewkerne), 8.5, 15
Redruth Town, 8.5, 9.5
Saltash Town, 8.5, 4
Shanklin Town (IOW), 8.5, 9.5
South Molton Town, 10, 14
St. Stythians, 8.5, 8
Swindon Brass, 6, 12
Tewkesbury Town, 15, 16
