Bratton Silver, 14, 8
Bugle Silver, 10, 14
Cheltenham Silver, 9, 11
City of Bath Brass, 9, 12
Corsham, 9, 7
Exeter Railway, 9, 9
Gillingham Silver, 13, 6
Lydney Town, 9, 7
Nailsworth Silver, 9, 7
Ocean Brass, 6, 2
Pendeen Silver, 7, 10
Pendennis Brass Falmouth, 9, 14
Porthleven Town, 8, 5
Redruth Town, 9, 7
Swindon Brass, 4, 13
Verwood Town, 15, 7
Weymouth Concert Brass, 18, 14
Wroughton Silver, 9, 4
