Bream Silver, 8, 13
Camborne Junior Contesting, 5, 9
Cheltenham Silver, 9, 14
Cinderford, 9, 5
Corsham, 9, 10
Denmead Brass, 14, 7
Downton, 9, 4
Hatherleigh Silver, 9, 8.5
Lydney Town, 9, 8.5
Pendennis Brass Falmouth, 9, 16
Phoenix Brass (Crewkerne), 11, 11
Shrewton Silver, 15, 2
Sidmouth Town, 9, 8.5
St. Pinnock, 12, 6
Weston Brass, 13, 12
Wotton-under-Edge & District, 9, 8.5
