Bath Spa, 4, 11
Bratton Silver, 10, 7
Bugle Silver, 15, 3
Gillingham Silver, 6, 14
Gosport Solent Brass, 9.5, 9.5
Indian Queens, 9.5, 16
New Forest Brass, 9.5, 4
Ocean Brass, 9.5, 9
Pendeen Silver, 9.5, 9.5
Pillowell Silver, 9.5, 27
Poole Borough, 9.5, 9.5
Porthleven Town, 9, 6
South Molton Town, 7, 8
St Stythians, 13, 10
Swindon Brass, 16, 12
Swindon Pegasus, 11, 13
Verwood Town, 9.5, 9.5
Weymouth Concert Brass, 17, 2
