Bath Spa, 11, 9
Bratton Silver, 7, 14
Bugle Silver, 3, 10
Cheltenham Silver, 9.5, 9
Exeter Railway, 9.5, 9
Gillingham Silver, 14, 13
Gosport Solent Brass, 9.5, 1
Ocean Brass, 9, 6
Pendeen Silver, 9.5, 7
Pendennis Brass Falmouth, 9.5, 9
Pillowell Silver, 17, 11
Poole Borough, 9.5, 2
Porthleven Town, 6, 8
St Stythians, 10, 12
Swindon Brass, 12, 4
Verwood Town, 9.5, 15
Weymouth Concert Brass, 2, 18
Wroughton Silver, 9.5, 9
