Bream Silver, 13, 10
Cinderford, 8, 7
Denmead Brass, 5, 12
Downton, 12, 9
Gosport Solent Brass, 7.5, 2
Mount Charles, 9, 8
New Forest Brass, 10, 11
Ocean Brass, 7.5, 6
Otterbourne Brass, 7.5, 3
Phoenix Brass (Crewkerne), 6, 12
Poole Borough, 7.5, 5
Redruth Town, 7.5, 6
Shrewton Silver, 4, 4
Soundhouse Brass, 7.5, 6
St. Keverne, 2, 12
St. Pinnock, 7.5, 6
Weston Brass, 7, 6
